Checked,Protein FDR Confidence: Combined,Master,Accession,Description,LSK,LSK,LSK,LSK,LSK,LSK,ST,ST,ST,ST,ST,ST,TB,TB,TB,TB,TB,TB,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (Grouped) CV [%]: LSK SPI,Abundances (Grouped) CV [%]: LSK SPII,Abundances (Grouped) CV [%]: LSK SPIII,Abundances (Grouped) CV [%]: LSK SPIV,Abundances (Grouped) CV [%]: LSK SPV,Abundances (Grouped) CV [%]: LSK SPVI,Abundances (Grouped) CV [%]: ST SPI,Abundances (Grouped) CV [%]: ST SPII,Abundances (Grouped) CV [%]: ST SPIII,Abundances (Grouped) CV [%]: ST SPIV,Abundances (Grouped) CV [%]: ST SPV,Abundances (Grouped) CV [%]: ST SPVI,Abundances (Grouped) CV [%]: TB SPI,Abundances (Grouped) CV [%]: TB SPII,Abundances (Grouped) CV [%]: TB SPIII,Abundances (Grouped) CV [%]: TB SPIV,Abundances (Grouped) CV [%]: TB SPV,Abundances (Grouped) CV [%]: TB SPVI,"Found in Sample: [S1] F1: Sample, LSK SPI","Found in Sample: [S2] F2: Sample, LSK SPI","Found in Sample: [S3] F3: Sample, LSK SPI","Found in Sample: [S4] F4: Sample, LSK SPII","Found in Sample: [S5] F5: Sample, LSK SPII","Found in Sample: [S6] F6: Sample, LSK SPII","Found in Sample: [S7] F7: Sample, LSK SPIII","Found in Sample: [S8] F8: Sample, LSK SPIII","Found in Sample: [S9] F9: Sample, LSK SPIII","Found in Sample: [S10] F10: Sample, LSK SPIV","Found in Sample: [S11] F11: Sample, LSK SPIV","Found in Sample: [S12] F12: Sample, LSK SPIV","Found in Sample: [S13] F13: Sample, LSK SPV","Found in Sample: [S14] F14: Sample, LSK SPV","Found in Sample: [S15] F15: Sample, LSK SPV","Found in Sample: [S16] F16: Sample, LSK SPVI","Found in Sample: [S17] F17: Sample, LSK SPVI","Found in Sample: [S18] F18: Sample, LSK SPVI","Found in Sample: [S19] F19: Sample, ST SPI","Found in Sample: [S20] F20: Sample, ST SPI","Found in Sample: [S21] F21: Sample, ST SPI","Found in Sample: [S22] F22: Sample, ST SPII","Found in Sample: [S23] F23: Sample, ST SPII","Found in Sample: [S24] F24: Sample, ST SPII","Found in Sample: [S25] F25: Sample, ST SPIII","Found in Sample: [S26] F26: Sample, ST SPIII","Found in Sample: [S27] F27: Sample, ST SPIII","Found in Sample: [S28] F28: Sample, ST SPIV","Found in Sample: [S29] F29: Sample, ST SPIV","Found in Sample: [S30] F30: Sample, ST SPIV","Found in Sample: [S31] F31: Sample, ST SPV","Found in Sample: [S32] F32: Sample, ST SPV","Found in Sample: [S33] F33: Sample, ST SPV","Found in Sample: [S34] F34: Sample, ST SPVI","Found in Sample: [S35] F35: Sample, ST SPVI","Found in Sample: [S36] F36: Sample, ST SPVI","Found in Sample: [S37] F37: Control, TB SPI","Found in Sample: [S38] F38: Control, TB SPI","Found in Sample: [S39] F39: Control, TB SPI","Found in Sample: [S40] F40: Control, TB SPII","Found in Sample: [S41] F41: Control, TB SPII","Found in Sample: [S42] F42: Control, TB SPII","Found in Sample: [S43] F43: Control, TB SPIII","Found in Sample: [S44] F44: Control, TB SPIII","Found in Sample: [S45] F45: Control, TB SPIII","Found in Sample: [S46] F46: Control, TB SPIV","Found in Sample: [S47] F47: Control, TB SPIV","Found in Sample: [S48] F48: Control, TB SPIV","Found in Sample: [S49] F49: Control, TB SPV","Found in Sample: [S50] F50: Control, TB SPV","Found in Sample: [S51] F51: Control, TB SPV","Found in Sample: [S52] F52: Control, TB SPVI","Found in Sample: [S53] F53: Control, TB SPVI","Found in Sample: [S54] F54: Control, TB SPVI",# Protein Groups,Modifications
TRUE,High,IsMasterProtein,P68254,14-3-3 protein theta OS=Mus musculus OX=10090 GN=Ywhaq PE=1 SV=1,33.3,64.4,94.3,84.8,84.7,137.4,52,124.6,101,50.2,134.5,97.9,129.5,86.8,122.5,124.3,114.3,163.7,0,62.575,44,13,90,11,245,27.8,4.78,32.44,13,0,20.65,12.01,9.92,8.42,4.18,6.62,13.63,9.72,4.99,6.93,4.16,15.77,3.7,5.88,5.93,8.43,4.88,3.58,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P63101,14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1,57.9,112.3,123.6,113.8,100.6,132.3,55.6,124.3,83.3,63.7,108.9,105.8,97.5,84.6,110.4,96.1,93.9,135.2,0,113.625,57,14,202,12,245,27.8,4.79,118.41,14,2,12.23,6.84,3.16,3.59,2.83,16.18,5.44,10.28,6.05,6.52,8.41,12.92,2.27,9.08,1.11,1.01,6.27,3.71,High,Peak Found,High,High,Peak Found,High,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q99N15,17beta-hydroxysteroid dehydrogenase type 10/short chain L-3-hydroxyacyl-CoA dehydrogenase OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=1,48.4,97.8,112,111.5,103.4,132.7,37,99.5,113.7,65.3,94.5,42.3,124,112.5,121.8,126.2,118.9,138.5,0,42.763,58,9,77,9,261,27.3,8.76,16.16,9,0,18.77,14.97,8.47,10.71,9.66,24.79,6.41,9.94,27.95,8.86,19.03,17.35,5.63,7.77,5.18,5.38,4.31,6.92,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,E9Q317,18 kDa Sin3-associated polypeptide OS=Mus musculus OX=10090 GN=Sap18 PE=1 SV=1,49.2,51.1,90.7,70,56.8,89.4,34.5,87.2,154,82.1,157.8,24.4,161.8,129.8,166.3,150,146.8,98,0,8.332,13,2,22,2,172,19.6,9.8,0,2,0,55.23,23.21,13.16,16.91,31.7,42.62,58.62,41.24,24.51,21.37,17.1,75.67,12.29,8.44,24.48,21.4,23.8,8.85,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q8CIH5,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Mus musculus OX=10090 GN=Plcg2 PE=1 SV=1",88.1,93.6,99.7,87.2,71,62.6,44.64,68.3,21.4,26.9,85.8,20.8,223.2,157.9,235.2,152.2,150.9,154.9,0,20.879,9,7,20,7,1265,147.5,6.77,0,7,0,54.3,32.24,11.11,21.92,9.48,24.81,,9.75,62.19,44.04,24.08,33.64,20.23,12.73,10.42,9.96,9.32,10.07,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,High,Peak Found,Peak Found,High,High,Peak Found,High,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,P16330,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3",87.3,116.9,105,94,94.7,68.4,71.3,113.9,92.6,90.3,79.5,33.3,111.1,123.6,148.3,139.2,127.8,102.8,0,11.409,15,4,7,4,420,47.1,8.97,0,4,0,6.69,9.68,6.84,16.4,8.15,17.53,19.63,21.38,47.63,14.81,22.77,22.48,5.49,27.18,13.77,18.39,19.66,3.05,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q9CQ62,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1",45.2,53.4,38.6,47.9,34.7,131.2,38,54.8,67.4,38.7,80.4,19.1,174.3,199.6,185.7,182.9,191.6,216.5,0,22.652,14,3,22,3,335,36.2,8.95,26.33,3,0,23.01,33.24,9.41,21.91,24.39,21.35,33.15,15.07,4.91,20.63,5.92,51.92,29.88,7.14,28.35,3.8,28.99,8.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,High,High,Peak Found,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P11928,2'-5'-oligoadenylate synthase 1A OS=Mus musculus OX=10090 GN=Oas1a PE=1 SV=2,285.2,251.8,285.2,285.2,285.2,318.6,169.3333333,169.3333333,242.2,169.3333333,78.4,187.4,128.9,154.3,108.5,124.4,112.9,92.6,0,12.516,12,2,4,2,367,42.4,8.09,2.81,2,0,,,,,,18.9,,,,,23.9,,68.97,4.22,32.11,9.37,7.25,19.77,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,Q8BVQ9,26S proteasome AAA-ATPase subunit RPT1 OS=Mus musculus OX=10090 GN=Psmc2 PE=1 SV=1,40.5,49.9,162.9,46.5,65.3,181.3,28,76.5,125.5,49.4,84.8,57.2,181.3,114.7,157.8,132.4,131.5,114.8,0,18.383,12,4,26,4,475,52.8,6.28,10.29,4,0,144.43,37.34,69.76,12.26,22.24,37.11,139.91,53.76,51.15,115.8,59.99,62.74,11.22,25.47,5.98,20,7.39,18.35,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,A0A140LIZ5,26S proteasome AAA-ATPase subunit RPT3 OS=Mus musculus OX=10090 GN=Psmc4 PE=1 SV=1,112.5,139.5,173.6,76.3,50.8,63.9,34.2,82.3,224.8,43.1,110.2,37.7,135.6,79.6,119,120.3,102,94.5,0,6.206,11,2,11,2,387,43.5,5.26,0,2,0,39.76,57.67,3.21,31.87,45.75,28.49,23.42,36.63,5.8,24.88,25.95,41.5,44.78,46.59,16.37,22.67,12.88,6.05,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,Peak Found,1,
